Date;Time;Feed 2 Output
Jul 5, 2023;7:20:37 PM;4,47
Jul 5, 2023;7:20:47 PM;4,48
Jul 5, 2023;7:20:57 PM;4,48
Jul 5, 2023;7:21:07 PM;4,48
Jul 5, 2023;7:21:17 PM;4,48
Jul 5, 2023;7:21:27 PM;4,49
Jul 5, 2023;7:21:37 PM;4,49
Jul 5, 2023;7:21:47 PM;4,49
Jul 5, 2023;7:21:57 PM;4,49
Jul 5, 2023;7:22:07 PM;4,49
Jul 5, 2023;7:22:17 PM;4,50
Jul 5, 2023;7:22:27 PM;4,50
Jul 5, 2023;7:22:37 PM;4,50
Jul 5, 2023;7:22:47 PM;4,50
Jul 5, 2023;7:22:57 PM;4,51
Jul 5, 2023;7:23:07 PM;4,51
Jul 5, 2023;7:23:17 PM;4,51
Jul 5, 2023;7:23:27 PM;4,51
Jul 5, 2023;7:23:37 PM;4,51
Jul 5, 2023;7:23:47 PM;4,52
Jul 5, 2023;7:23:57 PM;4,52
Jul 5, 2023;7:24:07 PM;4,52
Jul 5, 2023;7:24:17 PM;4,52
Jul 5, 2023;7:24:27 PM;4,53
Jul 5, 2023;7:24:37 PM;4,53
Jul 5, 2023;7:24:47 PM;4,53
Jul 5, 2023;7:24:57 PM;4,53
Jul 5, 2023;7:25:07 PM;4,53
Jul 5, 2023;7:25:17 PM;4,54
Jul 5, 2023;7:25:27 PM;4,54
Jul 5, 2023;7:25:37 PM;4,54
Jul 5, 2023;7:25:47 PM;4,54
Jul 5, 2023;7:25:57 PM;4,55
Jul 5, 2023;7:26:07 PM;4,55
Jul 5, 2023;7:26:17 PM;4,55
Jul 5, 2023;7:26:27 PM;4,55
Jul 5, 2023;7:26:37 PM;4,55
Jul 5, 2023;7:26:47 PM;4,56
Jul 5, 2023;7:26:57 PM;4,56
Jul 5, 2023;7:27:07 PM;4,56
Jul 5, 2023;7:27:17 PM;4,56
Jul 5, 2023;7:27:27 PM;4,57
Jul 5, 2023;7:27:37 PM;4,57
Jul 5, 2023;7:27:47 PM;4,57
Jul 5, 2023;7:27:57 PM;4,57
Jul 5, 2023;7:28:07 PM;4,57
Jul 5, 2023;7:28:17 PM;4,58
Jul 5, 2023;7:28:27 PM;4,58
Jul 5, 2023;7:28:37 PM;4,58
Jul 5, 2023;7:28:47 PM;4,58
Jul 5, 2023;7:28:57 PM;4,59
Jul 5, 2023;7:29:07 PM;4,59
Jul 5, 2023;7:29:17 PM;4,59
Jul 5, 2023;7:29:27 PM;4,59
Jul 5, 2023;7:29:37 PM;4,59
Jul 5, 2023;7:29:47 PM;4,60
Jul 5, 2023;7:29:57 PM;4,60
Jul 5, 2023;7:30:07 PM;4,60
Jul 5, 2023;7:30:17 PM;4,60
Jul 5, 2023;7:30:27 PM;4,61
Jul 5, 2023;7:30:37 PM;4,61
Jul 5, 2023;7:30:47 PM;4,61
Jul 5, 2023;7:30:57 PM;4,61
Jul 5, 2023;7:31:07 PM;4,62
Jul 5, 2023;7:31:17 PM;4,62
Jul 5, 2023;7:31:27 PM;4,62
Jul 5, 2023;7:31:37 PM;4,62
Jul 5, 2023;7:31:47 PM;4,62
Jul 5, 2023;7:31:57 PM;4,63
Jul 5, 2023;7:32:07 PM;4,63
Jul 5, 2023;7:32:17 PM;4,63
Jul 5, 2023;7:32:27 PM;4,63
Jul 5, 2023;7:32:37 PM;4,64
Jul 5, 2023;7:32:47 PM;4,64
Jul 5, 2023;7:32:57 PM;4,64
Jul 5, 2023;7:33:07 PM;4,64
Jul 5, 2023;7:33:17 PM;4,64
Jul 5, 2023;7:33:27 PM;4,65
Jul 5, 2023;7:33:37 PM;4,65
Jul 5, 2023;7:33:47 PM;4,65
Jul 5, 2023;7:33:57 PM;4,65
Jul 5, 2023;7:34:07 PM;4,66
Jul 5, 2023;7:34:17 PM;4,66
Jul 5, 2023;7:34:27 PM;4,66
Jul 5, 2023;7:34:37 PM;4,66
Jul 5, 2023;7:34:47 PM;4,67
Jul 5, 2023;7:34:57 PM;4,67
Jul 5, 2023;7:35:07 PM;4,67
Jul 5, 2023;7:35:17 PM;4,67
Jul 5, 2023;7:35:27 PM;4,67
Jul 5, 2023;7:35:37 PM;4,68
Jul 5, 2023;7:35:47 PM;4,68
Jul 5, 2023;7:35:57 PM;4,68
Jul 5, 2023;7:36:07 PM;4,68
Jul 5, 2023;7:36:17 PM;4,69
Jul 5, 2023;7:36:27 PM;4,69
Jul 5, 2023;7:36:37 PM;4,69
Jul 5, 2023;7:36:47 PM;4,69
Jul 5, 2023;7:36:57 PM;4,70
Jul 5, 2023;7:37:07 PM;4,70
Jul 5, 2023;7:37:17 PM;4,70
Jul 5, 2023;7:37:27 PM;4,70
Jul 5, 2023;7:37:37 PM;4,70
Jul 5, 2023;7:37:47 PM;4,71
Jul 5, 2023;7:37:57 PM;4,71
Jul 5, 2023;7:38:07 PM;4,71
Jul 5, 2023;7:38:17 PM;4,71
Jul 5, 2023;7:38:27 PM;4,72
Jul 5, 2023;7:38:37 PM;4,72
Jul 5, 2023;7:38:47 PM;4,72
Jul 5, 2023;7:38:57 PM;4,72
Jul 5, 2023;7:39:07 PM;4,73
Jul 5, 2023;7:39:17 PM;4,73
Jul 5, 2023;7:39:27 PM;4,73
Jul 5, 2023;7:39:37 PM;4,73
Jul 5, 2023;7:39:47 PM;4,73
Jul 5, 2023;7:39:57 PM;4,74
Jul 5, 2023;7:40:07 PM;4,74
Jul 5, 2023;7:40:17 PM;4,74
Jul 5, 2023;7:40:27 PM;4,74
Jul 5, 2023;7:40:37 PM;4,75
Jul 5, 2023;7:40:47 PM;4,75
Jul 5, 2023;7:40:57 PM;4,75
Jul 5, 2023;7:41:07 PM;4,75
Jul 5, 2023;7:41:17 PM;4,76
Jul 5, 2023;7:41:27 PM;4,76
Jul 5, 2023;7:41:37 PM;4,76
Jul 5, 2023;7:41:47 PM;4,76
Jul 5, 2023;7:41:57 PM;4,77
Jul 5, 2023;7:42:07 PM;4,77
Jul 5, 2023;7:42:17 PM;4,77
Jul 5, 2023;7:42:27 PM;4,77
Jul 5, 2023;7:42:37 PM;4,77
Jul 5, 2023;7:42:47 PM;4,78
Jul 5, 2023;7:42:57 PM;4,78
Jul 5, 2023;7:43:07 PM;4,78
Jul 5, 2023;7:43:17 PM;4,78
Jul 5, 2023;7:43:27 PM;4,79
Jul 5, 2023;7:43:37 PM;4,79
Jul 5, 2023;7:43:47 PM;4,79
Jul 5, 2023;7:43:57 PM;4,79
Jul 5, 2023;7:44:07 PM;4,80
Jul 5, 2023;7:44:17 PM;4,80
Jul 5, 2023;7:44:27 PM;4,80
Jul 5, 2023;7:44:37 PM;4,81
Jul 5, 2023;7:44:47 PM;4,81
Jul 5, 2023;7:44:57 PM;4,81
Jul 5, 2023;7:45:07 PM;4,81
Jul 5, 2023;7:45:17 PM;4,81
Jul 5, 2023;7:45:27 PM;4,82
Jul 5, 2023;7:45:37 PM;4,82
Jul 5, 2023;7:45:47 PM;4,82
Jul 5, 2023;7:45:58 PM;4,82
Jul 5, 2023;7:46:08 PM;4,83
Jul 5, 2023;7:46:18 PM;4,83
Jul 5, 2023;7:46:28 PM;4,83
Jul 5, 2023;7:46:48 PM;4,83
Jul 5, 2023;7:46:58 PM;4,84
Jul 5, 2023;7:47:08 PM;4,84
Jul 5, 2023;7:47:18 PM;4,84
Jul 5, 2023;7:47:28 PM;4,84
Jul 5, 2023;7:47:38 PM;4,85
Jul 5, 2023;7:47:48 PM;4,85
Jul 5, 2023;7:47:58 PM;4,85
Jul 5, 2023;7:48:08 PM;4,85
Jul 5, 2023;7:48:18 PM;4,85
Jul 5, 2023;7:48:28 PM;4,86
Jul 5, 2023;7:48:38 PM;4,86
Jul 5, 2023;7:48:48 PM;4,86
Jul 5, 2023;7:48:58 PM;4,86
Jul 5, 2023;7:49:08 PM;4,87
Jul 5, 2023;7:49:18 PM;4,87
Jul 5, 2023;7:49:28 PM;4,87
Jul 5, 2023;7:49:38 PM;4,87
Jul 5, 2023;7:49:48 PM;4,88
Jul 5, 2023;7:49:58 PM;4,88
Jul 5, 2023;7:50:08 PM;4,88
Jul 5, 2023;7:50:18 PM;4,88
Jul 5, 2023;7:50:28 PM;4,89
Jul 5, 2023;7:50:38 PM;4,89
Jul 5, 2023;7:50:48 PM;4,89
Jul 5, 2023;7:50:58 PM;4,89
Jul 5, 2023;7:51:08 PM;4,90
Jul 5, 2023;7:51:18 PM;4,90
Jul 5, 2023;7:51:28 PM;4,90
Jul 5, 2023;7:51:38 PM;4,90
Jul 5, 2023;7:51:48 PM;4,91
Jul 5, 2023;7:51:58 PM;4,91
Jul 5, 2023;7:52:08 PM;4,91
Jul 5, 2023;7:52:18 PM;4,91
Jul 5, 2023;7:52:28 PM;4,92
Jul 5, 2023;7:52:38 PM;4,92
Jul 5, 2023;7:52:48 PM;4,92
Jul 5, 2023;7:52:58 PM;4,92
Jul 5, 2023;7:53:08 PM;4,92
Jul 5, 2023;7:53:18 PM;4,93
Jul 5, 2023;7:53:28 PM;4,93
Jul 5, 2023;7:53:38 PM;4,93
Jul 5, 2023;7:53:48 PM;4,93
Jul 5, 2023;7:53:58 PM;4,94
Jul 5, 2023;7:54:08 PM;4,94
Jul 5, 2023;7:54:18 PM;4,94
Jul 5, 2023;7:54:28 PM;4,94
Jul 5, 2023;7:54:38 PM;4,95
Jul 5, 2023;7:54:48 PM;4,95
Jul 5, 2023;7:54:58 PM;4,95
Jul 5, 2023;7:55:08 PM;4,95
Jul 5, 2023;7:55:18 PM;4,96
Jul 5, 2023;7:55:28 PM;4,96
Jul 5, 2023;7:55:38 PM;4,96
Jul 5, 2023;7:55:48 PM;4,96
Jul 5, 2023;7:55:58 PM;4,97
Jul 5, 2023;7:56:08 PM;4,97
Jul 5, 2023;7:56:18 PM;4,97
Jul 5, 2023;7:56:28 PM;4,97
Jul 5, 2023;7:56:38 PM;4,98
Jul 5, 2023;7:56:48 PM;4,98
Jul 5, 2023;7:56:58 PM;4,98
Jul 5, 2023;7:57:08 PM;4,98
Jul 5, 2023;7:57:18 PM;4,99
Jul 5, 2023;7:57:28 PM;4,99
Jul 5, 2023;7:57:38 PM;4,99
Jul 5, 2023;7:57:48 PM;4,99
Jul 5, 2023;7:57:58 PM;5,00
Jul 5, 2023;7:58:08 PM;5,00
Jul 5, 2023;7:58:18 PM;5,00
Jul 5, 2023;7:58:28 PM;5,00
Jul 5, 2023;7:58:38 PM;5,01
Jul 5, 2023;7:58:48 PM;5,01
Jul 5, 2023;7:58:58 PM;5,01
Jul 5, 2023;7:59:08 PM;5,01
Jul 5, 2023;7:59:18 PM;5,02
Jul 5, 2023;7:59:28 PM;5,02
Jul 5, 2023;7:59:38 PM;5,02
Jul 5, 2023;7:59:48 PM;5,02
Jul 5, 2023;7:59:58 PM;5,02
Jul 5, 2023;8:00:08 PM;5,03
Jul 5, 2023;8:00:18 PM;5,03
Jul 5, 2023;8:00:28 PM;5,03
Jul 5, 2023;8:00:38 PM;5,03
Jul 5, 2023;8:00:48 PM;5,04
Jul 5, 2023;8:00:58 PM;5,04
Jul 5, 2023;8:01:08 PM;5,04
Jul 5, 2023;8:01:18 PM;5,04
Jul 5, 2023;8:01:28 PM;5,05
Jul 5, 2023;8:01:38 PM;5,05
Jul 5, 2023;8:01:48 PM;5,05
Jul 5, 2023;8:01:58 PM;5,05
Jul 5, 2023;8:02:08 PM;5,06
Jul 5, 2023;8:02:18 PM;5,06
Jul 5, 2023;8:02:28 PM;5,06
Jul 5, 2023;8:02:38 PM;5,06
Jul 5, 2023;8:02:48 PM;5,07
Jul 5, 2023;8:02:58 PM;5,07
Jul 5, 2023;8:03:08 PM;5,07
Jul 5, 2023;8:03:18 PM;5,07
Jul 5, 2023;8:03:28 PM;5,08
Jul 5, 2023;8:03:38 PM;5,08
Jul 5, 2023;8:03:48 PM;5,08
Jul 5, 2023;8:03:58 PM;5,08
Jul 5, 2023;8:04:08 PM;5,09
Jul 5, 2023;8:04:18 PM;5,09
Jul 5, 2023;8:04:28 PM;5,09
Jul 5, 2023;8:04:38 PM;5,09
Jul 5, 2023;8:04:48 PM;5,10
Jul 5, 2023;8:04:58 PM;5,10
Jul 5, 2023;8:05:08 PM;5,10
Jul 5, 2023;8:05:18 PM;5,10
Jul 5, 2023;8:05:28 PM;5,11
Jul 5, 2023;8:05:38 PM;5,11
Jul 5, 2023;8:05:48 PM;5,11
Jul 5, 2023;8:05:58 PM;5,11
Jul 5, 2023;8:06:08 PM;5,12
Jul 5, 2023;8:06:18 PM;5,12
Jul 5, 2023;8:06:28 PM;5,12
Jul 5, 2023;8:06:38 PM;5,12
Jul 5, 2023;8:06:48 PM;5,13
Jul 5, 2023;8:06:58 PM;5,13
Jul 5, 2023;8:07:08 PM;5,13
Jul 5, 2023;8:07:18 PM;5,13
Jul 5, 2023;8:07:28 PM;5,14
Jul 5, 2023;8:07:38 PM;5,14
Jul 5, 2023;8:07:48 PM;5,14
Jul 5, 2023;8:07:58 PM;5,14
Jul 5, 2023;8:08:08 PM;5,15
Jul 5, 2023;8:08:18 PM;5,15
Jul 5, 2023;8:08:28 PM;5,15
Jul 5, 2023;8:08:38 PM;5,16
Jul 5, 2023;8:08:48 PM;5,16
Jul 5, 2023;8:08:58 PM;5,16
Jul 5, 2023;8:09:08 PM;5,16
Jul 5, 2023;8:09:18 PM;5,17
Jul 5, 2023;8:09:28 PM;5,17
Jul 5, 2023;8:09:38 PM;5,17
Jul 5, 2023;8:09:48 PM;5,17
Jul 5, 2023;8:09:58 PM;5,18
Jul 5, 2023;8:10:08 PM;5,18
Jul 5, 2023;8:10:18 PM;5,18
Jul 5, 2023;8:10:28 PM;5,18
Jul 5, 2023;8:10:38 PM;5,19
Jul 5, 2023;8:10:48 PM;5,19
Jul 5, 2023;8:10:58 PM;5,19
Jul 5, 2023;8:11:08 PM;5,19
Jul 5, 2023;8:11:18 PM;5,20
Jul 5, 2023;8:11:28 PM;5,20
Jul 5, 2023;8:11:38 PM;5,20
Jul 5, 2023;8:11:48 PM;5,20
Jul 5, 2023;8:11:58 PM;5,21
Jul 5, 2023;8:12:08 PM;5,21
Jul 5, 2023;8:12:18 PM;5,21
Jul 5, 2023;8:12:28 PM;5,21
Jul 5, 2023;8:12:38 PM;5,22
Jul 5, 2023;8:12:48 PM;5,22
Jul 5, 2023;8:12:58 PM;5,22
Jul 5, 2023;8:13:08 PM;5,22
Jul 5, 2023;8:13:18 PM;5,23
Jul 5, 2023;8:13:28 PM;5,23
Jul 5, 2023;8:13:38 PM;5,23
Jul 5, 2023;8:13:48 PM;5,23
Jul 5, 2023;8:13:58 PM;5,24
Jul 5, 2023;8:14:08 PM;5,24
Jul 5, 2023;8:14:18 PM;5,24
Jul 5, 2023;8:14:28 PM;5,24
Jul 5, 2023;8:14:38 PM;5,25
Jul 5, 2023;8:14:48 PM;5,25
Jul 5, 2023;8:14:58 PM;5,25
Jul 5, 2023;8:15:08 PM;5,25
Jul 5, 2023;8:15:18 PM;5,26
Jul 5, 2023;8:15:28 PM;5,26
Jul 5, 2023;8:15:38 PM;5,26
Jul 5, 2023;8:15:48 PM;5,27
Jul 5, 2023;8:15:58 PM;5,27
Jul 5, 2023;8:16:08 PM;5,27
Jul 5, 2023;8:16:18 PM;5,27
Jul 5, 2023;8:16:28 PM;5,28
Jul 5, 2023;8:16:38 PM;5,28
Jul 5, 2023;8:16:48 PM;5,28
Jul 5, 2023;8:16:58 PM;5,28
Jul 5, 2023;8:17:08 PM;5,29
Jul 5, 2023;8:17:18 PM;5,29
Jul 5, 2023;8:17:28 PM;5,29
Jul 5, 2023;8:17:38 PM;5,29
Jul 5, 2023;8:17:48 PM;5,30
Jul 5, 2023;8:17:58 PM;5,30
Jul 5, 2023;8:18:08 PM;5,30
Jul 5, 2023;8:18:18 PM;5,30
Jul 5, 2023;8:18:28 PM;5,31
Jul 5, 2023;8:18:38 PM;5,31
Jul 5, 2023;8:18:48 PM;5,31
Jul 5, 2023;8:18:58 PM;5,31
Jul 5, 2023;8:19:08 PM;5,32
Jul 5, 2023;8:19:18 PM;5,32
Jul 5, 2023;8:19:28 PM;5,32
Jul 5, 2023;8:19:38 PM;5,33
Jul 5, 2023;8:19:48 PM;5,33
Jul 5, 2023;8:19:58 PM;5,33
Jul 5, 2023;8:20:08 PM;5,33
Jul 5, 2023;8:20:18 PM;5,34
Jul 5, 2023;8:20:28 PM;5,34
Jul 5, 2023;8:20:38 PM;5,34
Jul 5, 2023;8:20:48 PM;5,34
Jul 5, 2023;8:20:58 PM;5,35
Jul 5, 2023;8:21:08 PM;5,35
Jul 5, 2023;8:21:18 PM;5,35
Jul 5, 2023;8:21:28 PM;5,35
Jul 5, 2023;8:21:38 PM;5,36
Jul 5, 2023;8:21:48 PM;5,36
Jul 5, 2023;8:21:58 PM;5,36
Jul 5, 2023;8:22:08 PM;5,36
Jul 5, 2023;8:22:18 PM;5,37
Jul 5, 2023;8:22:28 PM;5,37
Jul 5, 2023;8:22:38 PM;5,37
Jul 5, 2023;8:22:48 PM;5,38
Jul 5, 2023;8:22:58 PM;5,38
Jul 5, 2023;8:23:08 PM;5,38
Jul 5, 2023;8:23:18 PM;5,38
Jul 5, 2023;8:23:28 PM;5,39
Jul 5, 2023;8:23:38 PM;5,39
Jul 5, 2023;8:23:48 PM;5,39
Jul 5, 2023;8:23:58 PM;5,39
Jul 5, 2023;8:24:08 PM;5,40
Jul 5, 2023;8:24:18 PM;5,40
Jul 5, 2023;8:24:28 PM;5,40
Jul 5, 2023;8:24:38 PM;5,40
Jul 5, 2023;8:24:48 PM;5,41
Jul 5, 2023;8:24:58 PM;5,41
Jul 5, 2023;8:25:08 PM;5,41
Jul 5, 2023;8:25:18 PM;5,41
Jul 5, 2023;8:25:28 PM;5,42
Jul 5, 2023;8:25:38 PM;5,42
Jul 5, 2023;8:25:48 PM;5,42
Jul 5, 2023;8:25:58 PM;5,43
Jul 5, 2023;8:26:08 PM;5,43
Jul 5, 2023;8:26:18 PM;5,43
Jul 5, 2023;8:26:28 PM;5,43
Jul 5, 2023;8:26:38 PM;5,44
Jul 5, 2023;8:26:48 PM;5,44
Jul 5, 2023;8:26:58 PM;5,44
Jul 5, 2023;8:27:08 PM;5,44
Jul 5, 2023;8:27:18 PM;5,45
Jul 5, 2023;8:27:28 PM;5,45
Jul 5, 2023;8:27:38 PM;5,45
Jul 5, 2023;8:27:48 PM;5,45
Jul 5, 2023;8:27:58 PM;5,46
Jul 5, 2023;8:28:08 PM;5,46
Jul 5, 2023;8:28:18 PM;5,46
Jul 5, 2023;8:28:28 PM;5,47
Jul 5, 2023;8:28:38 PM;5,47
Jul 5, 2023;8:28:48 PM;5,47
Jul 5, 2023;8:28:58 PM;5,47
Jul 5, 2023;8:29:08 PM;5,48
Jul 5, 2023;8:29:18 PM;5,48
Jul 5, 2023;8:29:28 PM;5,48
Jul 5, 2023;8:29:38 PM;5,48
Jul 5, 2023;8:29:48 PM;5,49
Jul 5, 2023;8:29:58 PM;5,49
Jul 5, 2023;8:30:08 PM;5,49
Jul 5, 2023;8:30:18 PM;5,50
Jul 5, 2023;8:30:28 PM;5,50
Jul 5, 2023;8:30:38 PM;5,50
Jul 5, 2023;8:30:48 PM;5,50
Jul 5, 2023;8:30:58 PM;5,51
Jul 5, 2023;8:31:08 PM;5,51
Jul 5, 2023;8:31:18 PM;5,51
Jul 5, 2023;8:31:28 PM;5,51
Jul 5, 2023;8:31:38 PM;5,52
Jul 5, 2023;8:31:48 PM;5,52
Jul 5, 2023;8:31:58 PM;5,52
Jul 5, 2023;8:32:08 PM;5,53
Jul 5, 2023;8:32:18 PM;5,53
Jul 5, 2023;8:32:28 PM;5,53
Jul 5, 2023;8:32:38 PM;5,53
Jul 5, 2023;8:32:48 PM;5,54
Jul 5, 2023;8:32:58 PM;5,54
Jul 5, 2023;8:33:08 PM;5,54
Jul 5, 2023;8:33:18 PM;5,54
Jul 5, 2023;8:33:28 PM;5,55
Jul 5, 2023;8:33:38 PM;5,55
Jul 5, 2023;8:33:48 PM;5,55
Jul 5, 2023;8:33:58 PM;5,56
Jul 5, 2023;8:34:08 PM;5,56
Jul 5, 2023;8:34:18 PM;5,56
Jul 5, 2023;8:34:28 PM;5,56
Jul 5, 2023;8:34:38 PM;5,57
Jul 5, 2023;8:34:48 PM;5,57
Jul 5, 2023;8:34:58 PM;5,57
Jul 5, 2023;8:35:08 PM;5,57
Jul 5, 2023;8:35:18 PM;5,58
Jul 5, 2023;8:35:28 PM;5,58
Jul 5, 2023;8:35:38 PM;5,58
Jul 5, 2023;8:35:48 PM;5,59
Jul 5, 2023;8:35:58 PM;5,59
Jul 5, 2023;8:36:08 PM;5,59
Jul 5, 2023;8:36:18 PM;5,59
Jul 5, 2023;8:36:28 PM;5,60
Jul 5, 2023;8:36:38 PM;5,60
Jul 5, 2023;8:36:48 PM;5,60
Jul 5, 2023;8:36:58 PM;5,60
Jul 5, 2023;8:37:08 PM;5,61
Jul 5, 2023;8:37:18 PM;5,61
Jul 5, 2023;8:37:28 PM;5,61
Jul 5, 2023;8:37:38 PM;5,62
Jul 5, 2023;8:37:48 PM;5,62
Jul 5, 2023;8:37:58 PM;5,62
Jul 5, 2023;8:38:08 PM;5,62
Jul 5, 2023;8:38:18 PM;5,63
Jul 5, 2023;8:38:28 PM;5,63
Jul 5, 2023;8:38:38 PM;5,63
Jul 5, 2023;8:38:48 PM;5,63
Jul 5, 2023;8:38:58 PM;5,64
Jul 5, 2023;8:39:08 PM;5,64
Jul 5, 2023;8:39:18 PM;5,64
Jul 5, 2023;8:39:28 PM;5,65
Jul 5, 2023;8:39:38 PM;5,65
Jul 5, 2023;8:39:48 PM;5,65
Jul 5, 2023;8:39:58 PM;5,65
Jul 5, 2023;8:40:08 PM;5,66
Jul 5, 2023;8:40:18 PM;5,66
Jul 5, 2023;8:40:28 PM;5,66
Jul 5, 2023;8:40:38 PM;5,67
Jul 5, 2023;8:40:48 PM;5,67
Jul 5, 2023;8:40:58 PM;5,67
Jul 5, 2023;8:41:08 PM;5,67
Jul 5, 2023;8:41:18 PM;5,68
Jul 5, 2023;8:41:28 PM;5,68
Jul 5, 2023;8:41:38 PM;5,68
Jul 5, 2023;8:41:48 PM;5,68
Jul 5, 2023;8:41:58 PM;5,69
Jul 5, 2023;8:42:08 PM;5,69
Jul 5, 2023;8:42:18 PM;5,69
Jul 5, 2023;8:42:28 PM;5,70
Jul 5, 2023;8:42:38 PM;5,70
Jul 5, 2023;8:42:48 PM;5,70
Jul 5, 2023;8:42:58 PM;5,70
Jul 5, 2023;8:43:08 PM;5,71
Jul 5, 2023;8:43:18 PM;5,71
Jul 5, 2023;8:43:28 PM;5,71
Jul 5, 2023;8:43:38 PM;5,72
Jul 5, 2023;8:43:48 PM;5,72
Jul 5, 2023;8:43:58 PM;5,72
Jul 5, 2023;8:44:08 PM;5,72
Jul 5, 2023;8:44:18 PM;5,73
Jul 5, 2023;8:44:28 PM;5,73
Jul 5, 2023;8:44:38 PM;5,73
Jul 5, 2023;8:44:48 PM;5,74
Jul 5, 2023;8:44:58 PM;5,74
Jul 5, 2023;8:45:08 PM;5,74
Jul 5, 2023;8:45:18 PM;5,74
Jul 5, 2023;8:45:28 PM;5,75
Jul 5, 2023;8:45:38 PM;5,75
Jul 5, 2023;8:45:48 PM;5,75
Jul 5, 2023;8:45:58 PM;5,76
Jul 5, 2023;8:46:08 PM;5,76
Jul 5, 2023;8:46:18 PM;5,76
Jul 5, 2023;8:46:28 PM;5,76
Jul 5, 2023;8:46:38 PM;5,77
Jul 5, 2023;8:46:48 PM;5,77
Jul 5, 2023;8:46:58 PM;5,77
Jul 5, 2023;8:47:08 PM;5,78
Jul 5, 2023;8:47:18 PM;5,78
Jul 5, 2023;8:47:28 PM;5,78
Jul 5, 2023;8:47:38 PM;5,78
Jul 5, 2023;8:47:48 PM;5,79
Jul 5, 2023;8:47:58 PM;5,79
Jul 5, 2023;8:48:08 PM;5,79
Jul 5, 2023;8:48:18 PM;5,80
Jul 5, 2023;8:48:28 PM;5,80
Jul 5, 2023;8:48:38 PM;5,80
Jul 5, 2023;8:48:48 PM;5,80
Jul 5, 2023;8:48:58 PM;5,81
Jul 5, 2023;8:49:09 PM;5,81
Jul 5, 2023;8:49:18 PM;5,81
Jul 5, 2023;8:49:28 PM;5,82
Jul 5, 2023;8:49:39 PM;5,82
Jul 5, 2023;8:49:49 PM;5,82
Jul 5, 2023;8:49:59 PM;5,82
Jul 5, 2023;8:50:09 PM;5,83
Jul 5, 2023;8:50:19 PM;5,83
Jul 5, 2023;8:50:29 PM;5,83
Jul 5, 2023;8:50:39 PM;5,84
