Date;Time;pH Output
Jul 12, 2023;1:28:38 PM;29,68
Jul 12, 2023;1:28:43 PM;29,69
Jul 12, 2023;1:28:48 PM;29,69
Jul 12, 2023;1:28:53 PM;29,69
Jul 12, 2023;1:28:58 PM;29,69
Jul 12, 2023;1:29:03 PM;29,69
Jul 12, 2023;1:29:08 PM;29,69
Jul 12, 2023;1:29:18 PM;29,69
Jul 12, 2023;1:29:23 PM;29,69
Jul 12, 2023;1:29:28 PM;29,68
Jul 12, 2023;1:29:38 PM;29,69
Jul 12, 2023;1:29:43 PM;29,69
Jul 12, 2023;1:29:48 PM;29,69
Jul 12, 2023;1:29:58 PM;29,55
Jul 12, 2023;1:30:03 PM;29,29
Jul 12, 2023;1:30:08 PM;29,00
Jul 12, 2023;1:30:18 PM;28,74
Jul 12, 2023;1:30:28 PM;28,08
Jul 12, 2023;1:30:33 PM;28,08
Jul 12, 2023;1:30:38 PM;27,95
Jul 12, 2023;1:30:43 PM;27,65
Jul 12, 2023;1:30:48 PM;27,66
Jul 12, 2023;1:30:53 PM;27,36
Jul 12, 2023;1:30:58 PM;27,09
Jul 12, 2023;1:31:03 PM;27,10
Jul 12, 2023;1:31:08 PM;26,90
Jul 12, 2023;1:31:13 PM;26,69
Jul 12, 2023;1:31:18 PM;26,51
Jul 12, 2023;1:31:23 PM;26,52
Jul 12, 2023;1:31:33 PM;26,13
Jul 12, 2023;1:31:38 PM;25,84
Jul 12, 2023;1:31:43 PM;25,85
Jul 12, 2023;1:31:48 PM;25,66
Jul 12, 2023;1:31:53 PM;25,51
Jul 12, 2023;1:31:58 PM;25,52
Jul 12, 2023;1:32:03 PM;25,39
Jul 12, 2023;1:32:08 PM;25,21
Jul 12, 2023;1:32:18 PM;24,96
Jul 12, 2023;1:32:23 PM;24,85
Jul 12, 2023;1:32:28 PM;24,70
Jul 12, 2023;1:32:38 PM;24,51
Jul 12, 2023;1:32:48 PM;24,33
Jul 12, 2023;1:32:53 PM;24,14
Jul 12, 2023;1:32:58 PM;23,99
Jul 12, 2023;1:33:03 PM;23,84
Jul 12, 2023;1:33:08 PM;23,85
Jul 12, 2023;1:33:13 PM;23,72
Jul 12, 2023;1:33:23 PM;23,41
Jul 12, 2023;1:33:33 PM;23,19
Jul 12, 2023;1:33:38 PM;23,10
Jul 12, 2023;1:33:43 PM;23,10
Jul 12, 2023;1:33:48 PM;22,92
Jul 12, 2023;1:33:58 PM;22,59
Jul 12, 2023;1:34:03 PM;22,59
Jul 12, 2023;1:34:08 PM;22,48
Jul 12, 2023;1:34:18 PM;22,37
Jul 12, 2023;1:34:23 PM;22,18
Jul 12, 2023;1:34:33 PM;21,93
Jul 12, 2023;1:34:43 PM;21,79
Jul 12, 2023;1:34:53 PM;21,60
Jul 12, 2023;1:34:58 PM;21,42
Jul 12, 2023;1:35:03 PM;21,28
Jul 12, 2023;1:35:13 PM;21,21
Jul 12, 2023;1:35:18 PM;21,03
Jul 12, 2023;1:35:23 PM;20,97
Jul 12, 2023;1:35:28 PM;20,97
Jul 12, 2023;1:35:33 PM;20,83
Jul 12, 2023;1:35:38 PM;20,64
Jul 12, 2023;1:35:43 PM;20,53
Jul 12, 2023;1:35:48 PM;20,54
Jul 12, 2023;1:35:53 PM;0,00
Jul 12, 2023;1:54:30 PM;0,00
Jul 12, 2023;2:30:31 PM;0,00
Jul 12, 2023;7:03:20 PM;0,00
Jul 12, 2023;7:11:38 PM;0,00
Jul 12, 2023;7:12:51 PM;0,00
Jul 12, 2023;7:14:06 PM;0,00
Jul 12, 2023;7:15:00 PM;0,00
Jul 12, 2023;7:15:51 PM;0,00
Jul 12, 2023;7:16:41 PM;0,00
Jul 12, 2023;7:21:40 PM;0,00
Jul 12, 2023;7:33:15 PM;0,00
Jul 12, 2023;8:01:45 PM;0,00
Jul 12, 2023;8:03:42 PM;0,00
Jul 12, 2023;8:04:32 PM;0,00
Jul 12, 2023;8:44:09 PM;0,00
Jul 12, 2023;8:46:04 PM;0,00
Jul 12, 2023;8:46:10 PM;9,42
Jul 12, 2023;8:46:15 PM;13,35
Jul 12, 2023;8:46:20 PM;17,28
Jul 12, 2023;8:46:25 PM;21,22
Jul 12, 2023;8:46:35 PM;21,55
Jul 12, 2023;8:46:40 PM;21,56
Jul 12, 2023;8:46:45 PM;21,53
Jul 12, 2023;8:46:50 PM;21,51
Jul 12, 2023;8:46:55 PM;21,46
Jul 12, 2023;8:47:00 PM;21,46
Jul 12, 2023;8:47:05 PM;21,41
Jul 12, 2023;8:47:10 PM;21,34
Jul 12, 2023;8:47:15 PM;21,34
Jul 12, 2023;8:47:20 PM;21,31
Jul 12, 2023;8:47:25 PM;21,21
Jul 12, 2023;8:47:30 PM;21,14
Jul 12, 2023;8:47:35 PM;21,15
Jul 12, 2023;8:47:45 PM;20,99
Jul 12, 2023;8:47:50 PM;20,99
Jul 12, 2023;8:47:55 PM;20,86
Jul 12, 2023;8:48:00 PM;20,77
Jul 12, 2023;8:48:05 PM;20,65
Jul 12, 2023;8:48:10 PM;20,65
Jul 12, 2023;8:48:15 PM;0,00
Jul 12, 2023;9:00:51 PM;20,50
Jul 12, 2023;9:00:56 PM;20,50
Jul 12, 2023;9:01:01 PM;20,50
Jul 12, 2023;9:14:11 PM;20,50
Jul 12, 2023;9:14:16 PM;20,50
Jul 12, 2023;9:14:21 PM;0,00
Jul 12, 2023;9:22:11 PM;20,50
Jul 12, 2023;9:22:16 PM;20,50
Jul 12, 2023;9:22:21 PM;20,50
Jul 12, 2023;9:22:26 PM;0,00
Jul 12, 2023;9:34:21 PM;20,50
Jul 12, 2023;9:34:26 PM;20,50
Jul 12, 2023;9:34:31 PM;20,50
Jul 12, 2023;9:54:36 PM;20,50
Jul 12, 2023;9:54:41 PM;20,50
Jul 12, 2023;10:02:02 PM;20,51
Jul 12, 2023;10:02:07 PM;20,51
Jul 12, 2023;10:02:12 PM;0,00
Jul 12, 2023;10:05:22 PM;20,50
Jul 12, 2023;10:05:27 PM;20,50
Jul 12, 2023;10:05:32 PM;0,00
Jul 12, 2023;10:17:17 PM;20,50
Jul 12, 2023;10:17:22 PM;20,50
Jul 12, 2023;10:17:27 PM;20,50
Jul 12, 2023;10:25:37 PM;20,50
Jul 12, 2023;10:25:42 PM;0,00
Jul 12, 2023;10:28:22 PM;20,50
Jul 12, 2023;10:28:32 PM;0,00
Jul 12, 2023;10:35:07 PM;20,50
Jul 12, 2023;10:35:12 PM;20,50
Jul 12, 2023;10:35:17 PM;20,50
Jul 12, 2023;10:35:22 PM;0,00
Jul 12, 2023;10:43:27 PM;20,50
Jul 12, 2023;10:43:32 PM;20,51
Jul 12, 2023;10:43:37 PM;20,51
Jul 12, 2023;10:43:42 PM;0,00
Jul 12, 2023;10:51:07 PM;20,50
Jul 12, 2023;10:51:12 PM;20,50
Jul 12, 2023;10:51:17 PM;20,50
Jul 12, 2023;10:58:22 PM;20,50
Jul 12, 2023;10:58:32 PM;20,50
Jul 12, 2023;10:58:37 PM;0,00
Jul 12, 2023;11:05:43 PM;20,50
Jul 12, 2023;11:05:48 PM;20,50
Jul 12, 2023;11:05:53 PM;0,00
Jul 12, 2023;11:09:08 PM;20,50
Jul 12, 2023;11:09:18 PM;20,51
Jul 12, 2023;11:09:23 PM;0,00
Jul 12, 2023;11:16:23 PM;20,50
Jul 12, 2023;11:16:28 PM;20,51
Jul 12, 2023;11:16:33 PM;0,00
Jul 12, 2023;11:20:28 PM;20,50
Jul 12, 2023;11:20:38 PM;0,00
Jul 12, 2023;11:24:23 PM;20,50
Jul 12, 2023;11:24:28 PM;20,50
Jul 12, 2023;11:24:33 PM;20,51
Jul 12, 2023;11:24:38 PM;0,00
Jul 12, 2023;11:30:23 PM;20,50
Jul 12, 2023;11:30:28 PM;20,51
Jul 12, 2023;11:30:33 PM;0,00
Jul 12, 2023;11:33:53 PM;20,50
Jul 12, 2023;11:33:58 PM;20,51
Jul 12, 2023;11:34:03 PM;0,00
Jul 12, 2023;11:37:33 PM;20,51
Jul 12, 2023;11:37:38 PM;20,51
Jul 12, 2023;11:37:43 PM;20,51
Jul 12, 2023;11:37:48 PM;0,00
Jul 12, 2023;11:42:28 PM;20,50
Jul 12, 2023;11:42:38 PM;20,50
Jul 12, 2023;11:42:43 PM;0,00
Jul 12, 2023;11:47:38 PM;20,50
Jul 12, 2023;11:47:43 PM;20,50
Jul 12, 2023;11:47:48 PM;20,50
Jul 12, 2023;11:47:53 PM;0,00
Jul 12, 2023;11:51:58 PM;20,50
Jul 12, 2023;11:52:08 PM;0,00
Jul 12, 2023;11:55:13 PM;20,50
Jul 12, 2023;11:55:19 PM;20,50
Jul 12, 2023;11:55:28 PM;0,00
Jul 12, 2023;11:59:23 PM;20,50
Jul 12, 2023;11:59:28 PM;20,50
Jul 12, 2023;11:59:33 PM;20,50
Jul 12, 2023;11:59:38 PM;0,00
Jul 13, 2023;12:03:48 AM;20,51
Jul 13, 2023;12:03:53 AM;20,51
Jul 13, 2023;12:03:58 AM;0,00
Jul 13, 2023;12:06:39 AM;20,50
Jul 13, 2023;12:06:44 AM;20,50
Jul 13, 2023;12:06:49 AM;0,00
Jul 13, 2023;12:09:09 AM;20,50
Jul 13, 2023;12:09:14 AM;20,51
Jul 13, 2023;12:09:19 AM;20,51
Jul 13, 2023;12:09:24 AM;0,00
Jul 13, 2023;12:12:54 AM;20,50
Jul 13, 2023;12:13:04 AM;0,00
Jul 13, 2023;12:15:24 AM;20,50
Jul 13, 2023;12:15:29 AM;20,51
Jul 13, 2023;12:15:34 AM;20,51
Jul 13, 2023;12:19:14 AM;20,50
Jul 13, 2023;12:19:24 AM;20,51
Jul 13, 2023;12:19:29 AM;0,00
Jul 13, 2023;12:22:19 AM;20,51
Jul 13, 2023;12:22:24 AM;20,51
Jul 13, 2023;12:22:29 AM;0,00
Jul 13, 2023;12:24:14 AM;20,50
Jul 13, 2023;12:24:19 AM;20,50
Jul 13, 2023;12:24:24 AM;0,00
Jul 13, 2023;12:26:34 AM;20,51
Jul 13, 2023;12:26:39 AM;20,51
Jul 13, 2023;12:26:44 AM;0,00
Jul 13, 2023;12:28:44 AM;20,51
Jul 13, 2023;12:28:49 AM;20,51
Jul 13, 2023;12:28:54 AM;0,00
Jul 13, 2023;12:30:34 AM;20,51
Jul 13, 2023;12:30:39 AM;20,51
Jul 13, 2023;12:30:44 AM;20,51
Jul 13, 2023;12:33:59 AM;20,50
Jul 13, 2023;12:34:04 AM;20,52
Jul 13, 2023;12:34:09 AM;0,00
Jul 13, 2023;12:35:49 AM;20,50
Jul 13, 2023;12:35:54 AM;20,51
Jul 13, 2023;12:35:59 AM;20,51
Jul 13, 2023;12:38:59 AM;20,51
Jul 13, 2023;12:39:04 AM;20,51
Jul 13, 2023;12:39:14 AM;0,00
Jul 13, 2023;12:41:54 AM;20,50
Jul 13, 2023;12:42:04 AM;20,51
Jul 13, 2023;12:44:34 AM;20,51
Jul 13, 2023;12:44:39 AM;20,52
Jul 13, 2023;12:44:44 AM;20,52
Jul 13, 2023;12:47:09 AM;20,50
Jul 13, 2023;12:47:19 AM;20,51
Jul 13, 2023;12:47:24 AM;0,00
Jul 13, 2023;12:49:49 AM;20,51
Jul 13, 2023;12:49:54 AM;20,52
Jul 13, 2023;12:49:59 AM;20,52
Jul 13, 2023;12:50:04 AM;0,00
Jul 13, 2023;12:52:14 AM;20,51
Jul 13, 2023;12:52:24 AM;0,00
Jul 13, 2023;12:53:54 AM;20,51
Jul 13, 2023;12:53:59 AM;20,52
Jul 13, 2023;12:54:04 AM;20,52
Jul 13, 2023;12:54:09 AM;0,00
Jul 13, 2023;12:56:34 AM;20,50
Jul 13, 2023;12:56:39 AM;20,50
Jul 13, 2023;12:56:44 AM;0,00
Jul 13, 2023;12:58:24 AM;20,51
Jul 13, 2023;12:58:29 AM;20,52
Jul 13, 2023;12:58:34 AM;0,00
Jul 13, 2023;12:59:59 AM;20,51
Jul 13, 2023;1:00:04 AM;20,51
Jul 13, 2023;1:00:09 AM;20,51
Jul 13, 2023;1:00:14 AM;0,00
Jul 13, 2023;1:02:29 AM;20,51
Jul 13, 2023;1:02:34 AM;20,52
Jul 13, 2023;1:02:39 AM;0,00
Jul 13, 2023;1:03:59 AM;20,50
Jul 13, 2023;1:04:09 AM;20,52
Jul 13, 2023;1:04:14 AM;0,00
Jul 13, 2023;1:06:54 AM;20,51
Jul 13, 2023;1:06:59 AM;20,52
Jul 13, 2023;1:07:04 AM;20,52
Jul 13, 2023;1:07:09 AM;0,00
Jul 13, 2023;1:09:14 AM;20,50
Jul 13, 2023;1:09:19 AM;20,52
Jul 13, 2023;1:09:29 AM;0,00
Jul 13, 2023;1:12:00 AM;20,50
Jul 13, 2023;1:12:10 AM;0,00
Jul 13, 2023;1:13:40 AM;20,50
Jul 13, 2023;1:13:50 AM;20,51
Jul 13, 2023;1:13:55 AM;0,00
Jul 13, 2023;1:16:05 AM;20,51
Jul 13, 2023;1:16:10 AM;20,51
Jul 13, 2023;1:16:15 AM;0,00
Jul 13, 2023;1:17:45 AM;20,50
Jul 13, 2023;1:17:55 AM;20,51
Jul 13, 2023;1:18:00 AM;0,00
Jul 13, 2023;1:20:00 AM;20,51
Jul 13, 2023;1:20:05 AM;20,52
Jul 13, 2023;1:20:10 AM;0,00
Jul 13, 2023;1:21:45 AM;20,51
Jul 13, 2023;1:21:50 AM;20,52
Jul 13, 2023;1:21:55 AM;0,00
Jul 13, 2023;1:23:00 AM;20,50
Jul 13, 2023;1:23:05 AM;20,52
Jul 13, 2023;1:23:15 AM;0,00
Jul 13, 2023;1:25:40 AM;20,50
Jul 13, 2023;1:25:45 AM;20,50
Jul 13, 2023;1:25:50 AM;20,51
Jul 13, 2023;1:25:55 AM;0,00
Jul 13, 2023;1:27:45 AM;20,51
Jul 13, 2023;1:27:50 AM;20,51
Jul 13, 2023;1:27:55 AM;0,00
Jul 13, 2023;1:29:30 AM;20,51
Jul 13, 2023;1:29:40 AM;20,50
Jul 13, 2023;1:29:45 AM;0,00
Jul 13, 2023;1:31:40 AM;20,51
Jul 13, 2023;1:31:45 AM;20,51
Jul 13, 2023;1:31:50 AM;0,00
Jul 13, 2023;1:33:10 AM;20,51
Jul 13, 2023;1:33:15 AM;20,52
Jul 13, 2023;1:33:20 AM;20,52
Jul 13, 2023;1:33:25 AM;0,00
Jul 13, 2023;1:35:15 AM;20,51
Jul 13, 2023;1:35:25 AM;20,50
Jul 13, 2023;1:37:35 AM;20,51
Jul 13, 2023;1:37:40 AM;20,52
Jul 13, 2023;1:37:50 AM;0,00
Jul 13, 2023;1:39:40 AM;20,50
Jul 13, 2023;1:39:45 AM;20,50
Jul 13, 2023;1:39:50 AM;20,51
Jul 13, 2023;1:39:55 AM;0,00
Jul 13, 2023;1:41:45 AM;20,50
Jul 13, 2023;1:41:50 AM;20,50
Jul 13, 2023;1:41:55 AM;0,00
Jul 13, 2023;1:43:10 AM;20,51
Jul 13, 2023;1:43:15 AM;20,51
Jul 13, 2023;1:43:20 AM;20,52
Jul 13, 2023;1:43:25 AM;0,00
Jul 13, 2023;1:45:25 AM;20,51
Jul 13, 2023;1:45:30 AM;20,53
Jul 13, 2023;1:45:35 AM;20,53
Jul 13, 2023;1:45:40 AM;0,00
Jul 13, 2023;1:47:15 AM;20,50
Jul 13, 2023;1:47:20 AM;20,50
Jul 13, 2023;1:47:25 AM;20,51
Jul 13, 2023;1:47:30 AM;0,00
Jul 13, 2023;1:49:20 AM;20,51
Jul 13, 2023;1:49:25 AM;20,51
Jul 13, 2023;1:50:35 AM;20,51
Jul 13, 2023;1:50:40 AM;20,52
Jul 13, 2023;1:50:45 AM;20,52
Jul 13, 2023;1:50:50 AM;0,00
Jul 13, 2023;1:52:25 AM;20,50
Jul 13, 2023;1:52:30 AM;20,50
Jul 13, 2023;1:52:40 AM;0,00
Jul 13, 2023;1:54:20 AM;20,51
Jul 13, 2023;1:54:25 AM;20,53
Jul 13, 2023;1:55:35 AM;20,51
Jul 13, 2023;1:55:45 AM;20,53
Jul 13, 2023;1:55:50 AM;0,00
Jul 13, 2023;1:57:25 AM;20,50
Jul 13, 2023;1:57:30 AM;20,50
Jul 13, 2023;1:57:35 AM;0,00
Jul 13, 2023;1:58:35 AM;20,51
Jul 13, 2023;1:58:40 AM;20,51
Jul 13, 2023;1:58:45 AM;0,00
Jul 13, 2023;1:59:40 AM;20,51
Jul 13, 2023;1:59:45 AM;20,52
Jul 13, 2023;1:59:50 AM;20,52
Jul 13, 2023;2:01:30 AM;20,51
Jul 13, 2023;2:01:35 AM;20,51
Jul 13, 2023;2:01:40 AM;20,50
Jul 13, 2023;2:01:45 AM;0,00
Jul 13, 2023;2:03:15 AM;20,51
Jul 13, 2023;2:03:20 AM;20,51
Jul 13, 2023;2:03:25 AM;20,50
Jul 13, 2023;2:03:30 AM;0,00
Jul 13, 2023;2:04:55 AM;20,50
Jul 13, 2023;2:05:00 AM;20,52
Jul 13, 2023;2:05:05 AM;20,52
Jul 13, 2023;2:06:40 AM;20,50
Jul 13, 2023;2:06:45 AM;20,51
Jul 13, 2023;2:06:50 AM;20,51
Jul 13, 2023;2:06:55 AM;0,00
Jul 13, 2023;2:08:30 AM;20,51
Jul 13, 2023;2:08:35 AM;20,51
Jul 13, 2023;2:08:40 AM;20,52
Jul 13, 2023;2:10:10 AM;20,51
Jul 13, 2023;2:10:15 AM;20,53
Jul 13, 2023;2:10:25 AM;0,00
Jul 13, 2023;2:11:50 AM;20,51
Jul 13, 2023;2:11:55 AM;20,52
Jul 13, 2023;2:12:00 AM;0,00
Jul 13, 2023;2:12:45 AM;20,50
Jul 13, 2023;2:12:55 AM;20,52
Jul 13, 2023;2:13:00 AM;0,00
Jul 13, 2023;2:14:36 AM;20,52
Jul 13, 2023;2:14:41 AM;20,52
Jul 13, 2023;2:14:46 AM;20,52
Jul 13, 2023;2:14:51 AM;0,00
Jul 13, 2023;2:16:06 AM;20,51
Jul 13, 2023;2:16:11 AM;20,51
Jul 13, 2023;2:16:16 AM;0,00
Jul 13, 2023;2:17:11 AM;20,51
Jul 13, 2023;2:17:16 AM;20,52
Jul 13, 2023;2:17:21 AM;20,52
Jul 13, 2023;2:18:51 AM;20,50
Jul 13, 2023;2:18:56 AM;20,52
Jul 13, 2023;2:20:01 AM;20,51
Jul 13, 2023;2:20:06 AM;20,53
Jul 13, 2023;2:20:11 AM;0,00
Jul 13, 2023;2:21:01 AM;20,51
Jul 13, 2023;2:21:06 AM;20,51
Jul 13, 2023;2:21:11 AM;20,52
Jul 13, 2023;2:21:16 AM;0,00
Jul 13, 2023;2:22:31 AM;20,50
Jul 13, 2023;2:22:41 AM;0,00
Jul 13, 2023;2:23:31 AM;20,51
Jul 13, 2023;2:23:41 AM;0,00
Jul 13, 2023;2:24:41 AM;20,52
Jul 13, 2023;2:24:51 AM;0,00
Jul 13, 2023;2:25:41 AM;20,50
Jul 13, 2023;2:25:46 AM;20,50
Jul 13, 2023;2:25:51 AM;20,51
Jul 13, 2023;2:25:56 AM;0,00
Jul 13, 2023;2:27:11 AM;20,50
Jul 13, 2023;2:27:16 AM;20,51
Jul 13, 2023;2:27:21 AM;0,00
Jul 13, 2023;2:28:16 AM;20,51
Jul 13, 2023;2:28:21 AM;20,52
Jul 13, 2023;2:28:26 AM;20,52
Jul 13, 2023;2:28:31 AM;0,00
Jul 13, 2023;2:29:46 AM;20,51
Jul 13, 2023;2:29:56 AM;20,51
Jul 13, 2023;2:30:01 AM;0,00
Jul 13, 2023;2:31:16 AM;20,50
Jul 13, 2023;2:31:21 AM;20,50
Jul 13, 2023;2:31:26 AM;20,51
Jul 13, 2023;2:31:31 AM;0,00
Jul 13, 2023;2:32:41 AM;20,51
Jul 13, 2023;2:32:46 AM;20,51
Jul 13, 2023;2:32:51 AM;20,52
Jul 13, 2023;2:32:56 AM;0,00
Jul 13, 2023;2:34:11 AM;20,50
Jul 13, 2023;2:34:16 AM;20,50
Jul 13, 2023;2:34:21 AM;0,00
Jul 13, 2023;2:35:01 AM;20,51
Jul 13, 2023;2:35:11 AM;20,52
Jul 13, 2023;2:35:16 AM;0,00
Jul 13, 2023;2:36:31 AM;20,50
Jul 13, 2023;2:36:36 AM;20,50
Jul 13, 2023;2:36:41 AM;20,51
Jul 13, 2023;2:37:51 AM;20,51
Jul 13, 2023;2:37:56 AM;20,53
Jul 13, 2023;2:38:01 AM;20,53
Jul 13, 2023;2:38:06 AM;0,00
Jul 13, 2023;2:39:21 AM;20,51
Jul 13, 2023;2:39:31 AM;20,53
Jul 13, 2023;2:39:36 AM;0,00
Jul 13, 2023;2:40:36 AM;20,50
Jul 13, 2023;2:40:41 AM;20,50
Jul 13, 2023;2:40:46 AM;0,00
Jul 13, 2023;2:41:41 AM;20,51
Jul 13, 2023;2:41:46 AM;20,53
Jul 13, 2023;2:41:51 AM;20,53
Jul 13, 2023;2:43:06 AM;20,51
Jul 13, 2023;2:43:11 AM;20,53
Jul 13, 2023;2:43:16 AM;20,53
Jul 13, 2023;2:43:21 AM;0,00
Jul 13, 2023;2:44:31 AM;20,52
Jul 13, 2023;2:44:36 AM;20,53
Jul 13, 2023;2:44:41 AM;0,00
Jul 13, 2023;2:45:16 AM;20,52
Jul 13, 2023;2:45:21 AM;20,52
Jul 13, 2023;2:45:31 AM;0,00
Jul 13, 2023;2:46:41 AM;20,51
Jul 13, 2023;2:46:46 AM;20,51
Jul 13, 2023;2:46:51 AM;20,52
Jul 13, 2023;2:46:56 AM;0,00
Jul 13, 2023;2:48:06 AM;20,52
Jul 13, 2023;2:48:11 AM;20,54
Jul 13, 2023;2:48:16 AM;20,53
Jul 13, 2023;2:49:21 AM;20,51
Jul 13, 2023;2:49:26 AM;20,51
Jul 13, 2023;2:49:31 AM;20,50
Jul 13, 2023;2:50:41 AM;20,50
Jul 13, 2023;2:50:51 AM;20,53
Jul 13, 2023;2:50:56 AM;0,00
Jul 13, 2023;2:52:06 AM;20,52
Jul 13, 2023;2:52:11 AM;20,53
Jul 13, 2023;2:52:16 AM;0,00
Jul 13, 2023;2:52:46 AM;20,51
Jul 13, 2023;2:52:51 AM;20,51
Jul 13, 2023;2:53:01 AM;0,00
Jul 13, 2023;2:54:11 AM;20,52
Jul 13, 2023;2:54:16 AM;20,52
Jul 13, 2023;2:54:21 AM;20,54
Jul 13, 2023;2:54:26 AM;0,00
Jul 13, 2023;2:55:36 AM;20,52
Jul 13, 2023;2:55:46 AM;20,53
Jul 13, 2023;2:55:51 AM;0,00
Jul 13, 2023;2:56:41 AM;20,50
Jul 13, 2023;2:56:46 AM;20,52
Jul 13, 2023;2:56:51 AM;0,00
Jul 13, 2023;2:57:36 AM;20,52
Jul 13, 2023;2:57:41 AM;20,54
Jul 13, 2023;2:57:51 AM;0,00
Jul 13, 2023;2:58:51 AM;20,50
Jul 13, 2023;2:58:56 AM;20,50
Jul 13, 2023;2:59:01 AM;20,52
Jul 13, 2023;2:59:06 AM;0,00
Jul 13, 2023;3:00:11 AM;20,52
Jul 13, 2023;3:00:16 AM;20,55
Jul 13, 2023;3:00:21 AM;0,00
Jul 13, 2023;3:00:46 AM;20,51
Jul 13, 2023;3:00:51 AM;20,52
Jul 13, 2023;3:00:56 AM;0,00
Jul 13, 2023;3:01:41 AM;20,51
Jul 13, 2023;3:01:51 AM;20,53
Jul 13, 2023;3:01:56 AM;0,00
Jul 13, 2023;3:02:56 AM;20,50
Jul 13, 2023;3:03:01 AM;20,50
Jul 13, 2023;3:03:06 AM;20,52
Jul 13, 2023;3:03:11 AM;0,00
Jul 13, 2023;3:04:01 AM;20,50
Jul 13, 2023;3:04:11 AM;20,52
Jul 13, 2023;3:04:16 AM;0,00
Jul 13, 2023;3:05:16 AM;20,50
Jul 13, 2023;3:05:21 AM;20,50
Jul 13, 2023;3:05:26 AM;20,52
Jul 13, 2023;3:05:31 AM;0,00
Jul 13, 2023;3:06:26 AM;20,52
Jul 13, 2023;3:06:36 AM;20,53
Jul 13, 2023;3:07:46 AM;20,51
Jul 13, 2023;3:07:51 AM;20,54
Jul 13, 2023;3:07:56 AM;20,50
Jul 13, 2023;3:08:01 AM;20,50
Jul 13, 2023;3:08:06 AM;0,00
Jul 13, 2023;3:09:06 AM;20,50
Jul 13, 2023;3:09:11 AM;20,50
Jul 13, 2023;3:09:56 AM;20,51
Jul 13, 2023;3:10:01 AM;20,51
Jul 13, 2023;3:10:11 AM;0,00
Jul 13, 2023;3:11:06 AM;20,51
Jul 13, 2023;3:11:16 AM;20,53
Jul 13, 2023;3:11:21 AM;0,00
Jul 13, 2023;3:12:16 AM;20,52
Jul 13, 2023;3:12:21 AM;20,52
