Date;Time;Feed 1 Output
May 31, 2023;4:40:22 PM;0,00
May 31, 2023;4:40:27 PM;0,00
May 31, 2023;4:40:32 PM;0,00
May 31, 2023;4:40:37 PM;0,00
May 31, 2023;4:40:42 PM;0,00
May 31, 2023;4:40:47 PM;0,00
May 31, 2023;4:40:52 PM;0,00
May 31, 2023;4:40:57 PM;0,00
May 31, 2023;4:41:02 PM;0,00
May 31, 2023;4:41:07 PM;0,00
May 31, 2023;4:41:12 PM;0,00
May 31, 2023;4:41:17 PM;0,00
May 31, 2023;4:41:22 PM;0,00
May 31, 2023;4:41:27 PM;0,00
May 31, 2023;4:41:32 PM;0,00
May 31, 2023;4:41:37 PM;0,00
May 31, 2023;4:41:42 PM;0,00
May 31, 2023;4:41:47 PM;0,00
May 31, 2023;4:41:52 PM;0,00
May 31, 2023;4:41:57 PM;0,00
May 31, 2023;4:42:02 PM;0,00
May 31, 2023;4:42:07 PM;0,00
May 31, 2023;4:42:12 PM;0,00
May 31, 2023;4:42:17 PM;0,00
May 31, 2023;4:42:22 PM;0,00
May 31, 2023;4:42:32 PM;0,00
May 31, 2023;4:42:37 PM;0,00
May 31, 2023;4:42:42 PM;0,00
May 31, 2023;4:42:47 PM;0,00
May 31, 2023;4:42:52 PM;0,00
May 31, 2023;4:42:57 PM;0,00
May 31, 2023;4:43:07 PM;0,00
May 31, 2023;4:43:12 PM;0,00
May 31, 2023;4:43:22 PM;0,00
May 31, 2023;4:43:27 PM;0,00
May 31, 2023;4:43:32 PM;0,00
May 31, 2023;4:43:37 PM;0,00
May 31, 2023;4:43:42 PM;0,00
May 31, 2023;4:43:47 PM;0,00
May 31, 2023;4:43:52 PM;0,00
May 31, 2023;4:43:57 PM;0,00
May 31, 2023;4:44:07 PM;0,00
May 31, 2023;4:44:12 PM;0,00
May 31, 2023;4:44:17 PM;0,00
May 31, 2023;4:44:22 PM;0,00
May 31, 2023;4:44:27 PM;0,00
May 31, 2023;4:44:32 PM;0,00
May 31, 2023;4:44:37 PM;0,00
May 31, 2023;4:44:42 PM;0,00
May 31, 2023;4:44:52 PM;0,00
May 31, 2023;4:44:57 PM;0,00
May 31, 2023;4:45:02 PM;0,00
May 31, 2023;4:45:07 PM;0,00
May 31, 2023;4:45:12 PM;0,00
May 31, 2023;4:45:17 PM;0,00
May 31, 2023;4:45:22 PM;0,00
May 31, 2023;4:45:27 PM;0,00
May 31, 2023;4:45:32 PM;0,00
May 31, 2023;4:45:37 PM;0,00
May 31, 2023;4:45:42 PM;0,00
May 31, 2023;4:45:47 PM;0,00
May 31, 2023;4:45:52 PM;0,00
May 31, 2023;4:45:57 PM;0,00
May 31, 2023;4:46:02 PM;0,00
May 31, 2023;4:46:07 PM;0,00
May 31, 2023;4:46:12 PM;0,00
May 31, 2023;4:46:17 PM;0,00
May 31, 2023;4:46:22 PM;0,00
May 31, 2023;4:46:27 PM;0,00
May 31, 2023;4:46:32 PM;0,00
May 31, 2023;4:46:37 PM;0,00
May 31, 2023;4:46:42 PM;0,00
May 31, 2023;4:46:47 PM;0,00
May 31, 2023;4:46:52 PM;0,00
May 31, 2023;4:46:57 PM;0,00
May 31, 2023;4:47:02 PM;0,00
May 31, 2023;4:47:07 PM;0,00
May 31, 2023;4:47:17 PM;0,00
May 31, 2023;4:47:22 PM;0,00
May 31, 2023;4:47:27 PM;0,00
May 31, 2023;4:47:32 PM;0,00
May 31, 2023;4:47:37 PM;0,00
May 31, 2023;4:47:42 PM;0,00
May 31, 2023;4:47:47 PM;0,00
May 31, 2023;4:47:52 PM;0,00
May 31, 2023;4:47:57 PM;0,00
May 31, 2023;4:48:02 PM;0,00
May 31, 2023;4:48:07 PM;0,00
May 31, 2023;4:48:12 PM;0,00
May 31, 2023;4:48:17 PM;0,00
May 31, 2023;4:48:22 PM;0,00
May 31, 2023;4:48:32 PM;0,00
May 31, 2023;4:48:37 PM;0,00
May 31, 2023;4:48:47 PM;0,00
May 31, 2023;4:48:52 PM;0,00
May 31, 2023;4:48:57 PM;0,00
May 31, 2023;4:49:02 PM;0,00
May 31, 2023;4:49:07 PM;0,00
May 31, 2023;4:49:12 PM;0,00
May 31, 2023;4:49:17 PM;0,00
May 31, 2023;4:49:22 PM;0,00
May 31, 2023;4:49:27 PM;0,00
May 31, 2023;4:49:37 PM;0,00
May 31, 2023;4:49:42 PM;0,00
May 31, 2023;4:49:47 PM;0,00
May 31, 2023;4:49:57 PM;0,00
May 31, 2023;4:50:02 PM;0,00
May 31, 2023;4:50:12 PM;0,00
May 31, 2023;4:50:17 PM;0,00
May 31, 2023;4:50:22 PM;0,00
May 31, 2023;4:50:27 PM;0,00
May 31, 2023;4:50:32 PM;0,00
May 31, 2023;4:50:37 PM;0,00
May 31, 2023;4:50:42 PM;0,00
May 31, 2023;4:50:47 PM;0,00
May 31, 2023;4:50:52 PM;0,00
May 31, 2023;4:50:57 PM;0,00
May 31, 2023;4:51:02 PM;0,00
May 31, 2023;4:51:07 PM;0,00
May 31, 2023;4:51:12 PM;0,00
May 31, 2023;4:51:17 PM;0,00
May 31, 2023;4:51:22 PM;0,00
May 31, 2023;4:51:32 PM;0,00
May 31, 2023;4:51:37 PM;0,00
May 31, 2023;4:51:42 PM;0,00
May 31, 2023;4:51:47 PM;0,00
May 31, 2023;4:51:52 PM;0,00
May 31, 2023;4:51:57 PM;0,00
May 31, 2023;4:52:02 PM;0,00
May 31, 2023;4:52:07 PM;0,00
May 31, 2023;4:52:12 PM;0,00
May 31, 2023;4:52:17 PM;0,00
May 31, 2023;4:52:22 PM;0,00
May 31, 2023;4:52:32 PM;0,00
May 31, 2023;4:52:37 PM;0,00
May 31, 2023;4:52:42 PM;0,00
May 31, 2023;4:52:47 PM;0,00
May 31, 2023;4:52:52 PM;0,00
May 31, 2023;4:52:57 PM;0,00
May 31, 2023;4:53:02 PM;0,00
May 31, 2023;4:53:12 PM;0,00
May 31, 2023;4:53:17 PM;0,00
May 31, 2023;4:53:22 PM;0,00
May 31, 2023;4:53:27 PM;0,00
May 31, 2023;4:53:32 PM;0,00
May 31, 2023;4:53:42 PM;0,00
May 31, 2023;4:53:47 PM;0,00
May 31, 2023;4:53:52 PM;0,00
May 31, 2023;4:53:57 PM;0,00
May 31, 2023;4:54:02 PM;0,00
May 31, 2023;4:54:07 PM;0,00
May 31, 2023;4:54:12 PM;0,00
May 31, 2023;4:54:17 PM;0,00
May 31, 2023;4:54:22 PM;0,00
May 31, 2023;4:54:27 PM;0,00
May 31, 2023;4:54:32 PM;0,00
May 31, 2023;4:54:37 PM;0,00
May 31, 2023;4:54:47 PM;0,00
May 31, 2023;4:54:52 PM;0,00
May 31, 2023;4:54:57 PM;0,00
May 31, 2023;4:55:02 PM;0,00
May 31, 2023;4:55:07 PM;0,00
May 31, 2023;4:55:12 PM;0,00
May 31, 2023;4:55:17 PM;0,00
May 31, 2023;4:55:27 PM;0,00
May 31, 2023;4:55:32 PM;0,00
May 31, 2023;4:55:37 PM;0,00
May 31, 2023;4:55:42 PM;0,00
May 31, 2023;4:55:47 PM;0,00
May 31, 2023;4:55:52 PM;0,00
May 31, 2023;4:55:57 PM;0,00
May 31, 2023;4:56:02 PM;0,00
May 31, 2023;4:56:07 PM;0,00
May 31, 2023;4:56:12 PM;0,00
May 31, 2023;4:56:17 PM;0,00
May 31, 2023;4:56:22 PM;0,00
May 31, 2023;4:56:27 PM;0,00
May 31, 2023;4:56:32 PM;0,00
May 31, 2023;4:56:37 PM;0,00
May 31, 2023;4:56:42 PM;0,00
May 31, 2023;4:56:47 PM;0,00
May 31, 2023;4:56:57 PM;0,00
May 31, 2023;4:57:02 PM;0,00
May 31, 2023;4:57:07 PM;0,00
May 31, 2023;4:57:12 PM;0,00
May 31, 2023;4:57:22 PM;0,00
May 31, 2023;4:57:27 PM;0,00
May 31, 2023;4:57:32 PM;0,00
May 31, 2023;4:57:37 PM;0,00
May 31, 2023;4:57:42 PM;0,00
May 31, 2023;4:57:47 PM;0,00
May 31, 2023;4:57:57 PM;0,00
May 31, 2023;4:58:02 PM;0,00
May 31, 2023;4:58:12 PM;0,00
May 31, 2023;4:58:17 PM;0,00
May 31, 2023;4:58:22 PM;0,00
May 31, 2023;4:58:27 PM;0,00
May 31, 2023;4:58:32 PM;0,00
May 31, 2023;4:58:37 PM;0,00
May 31, 2023;4:58:42 PM;0,00
May 31, 2023;4:58:47 PM;0,00
May 31, 2023;4:58:52 PM;0,00
May 31, 2023;4:58:57 PM;0,00
May 31, 2023;4:59:02 PM;0,00
May 31, 2023;4:59:07 PM;0,00
May 31, 2023;4:59:12 PM;0,00
May 31, 2023;4:59:17 PM;0,00
May 31, 2023;4:59:22 PM;0,00
May 31, 2023;4:59:27 PM;0,00
May 31, 2023;4:59:32 PM;0,00
May 31, 2023;4:59:37 PM;0,00
May 31, 2023;4:59:47 PM;0,00
May 31, 2023;4:59:52 PM;0,00
May 31, 2023;4:59:57 PM;0,00
May 31, 2023;5:00:02 PM;0,00
May 31, 2023;5:00:07 PM;0,00
May 31, 2023;5:00:17 PM;0,00
May 31, 2023;5:00:22 PM;0,00
May 31, 2023;5:00:32 PM;0,00
May 31, 2023;5:00:37 PM;0,00
May 31, 2023;5:00:42 PM;0,00
May 31, 2023;5:00:47 PM;0,00
May 31, 2023;5:00:52 PM;0,00
May 31, 2023;5:00:57 PM;0,00
May 31, 2023;5:01:02 PM;0,00
May 31, 2023;5:01:07 PM;0,00
May 31, 2023;5:01:12 PM;0,00
May 31, 2023;5:01:17 PM;0,00
May 31, 2023;5:01:22 PM;0,00
May 31, 2023;5:01:27 PM;0,00
May 31, 2023;5:01:32 PM;0,00
May 31, 2023;5:01:42 PM;0,00
May 31, 2023;5:01:47 PM;0,00
May 31, 2023;5:01:52 PM;0,00
May 31, 2023;5:01:57 PM;0,00
May 31, 2023;5:02:02 PM;0,00
May 31, 2023;5:02:07 PM;0,00
May 31, 2023;5:02:12 PM;0,00
May 31, 2023;5:02:17 PM;0,00
May 31, 2023;5:02:22 PM;0,00
May 31, 2023;5:02:27 PM;0,00
May 31, 2023;5:02:32 PM;0,00
May 31, 2023;5:02:37 PM;0,00
May 31, 2023;5:02:42 PM;0,00
May 31, 2023;5:02:47 PM;0,00
May 31, 2023;5:02:52 PM;0,00
May 31, 2023;5:02:57 PM;0,00
May 31, 2023;5:03:02 PM;0,00
May 31, 2023;5:03:07 PM;0,00
May 31, 2023;5:03:12 PM;0,00
May 31, 2023;5:03:17 PM;0,00
May 31, 2023;5:03:22 PM;0,00
May 31, 2023;5:03:27 PM;0,00
May 31, 2023;5:03:32 PM;0,00
May 31, 2023;5:03:37 PM;0,00
May 31, 2023;5:03:42 PM;0,00
May 31, 2023;5:03:47 PM;0,00
May 31, 2023;5:03:52 PM;0,00
May 31, 2023;5:03:57 PM;0,00
May 31, 2023;5:04:02 PM;0,00
May 31, 2023;5:04:07 PM;0,00
May 31, 2023;5:04:12 PM;0,00
May 31, 2023;5:04:17 PM;0,00
May 31, 2023;5:04:22 PM;0,00
May 31, 2023;5:04:27 PM;0,00
May 31, 2023;5:04:32 PM;0,00
May 31, 2023;5:04:37 PM;0,00
May 31, 2023;5:04:42 PM;0,00
May 31, 2023;5:04:47 PM;0,00
May 31, 2023;5:04:52 PM;0,00
May 31, 2023;5:04:57 PM;0,00
May 31, 2023;5:05:02 PM;0,00
May 31, 2023;5:05:07 PM;0,00
May 31, 2023;5:05:12 PM;0,00
May 31, 2023;5:05:17 PM;0,00
May 31, 2023;5:05:22 PM;0,00
May 31, 2023;5:05:27 PM;0,00
May 31, 2023;5:05:32 PM;0,00
May 31, 2023;5:05:37 PM;0,00
May 31, 2023;5:05:42 PM;0,00
May 31, 2023;5:05:47 PM;0,00
May 31, 2023;5:05:52 PM;0,00
May 31, 2023;5:05:57 PM;0,00
May 31, 2023;5:06:02 PM;0,00
May 31, 2023;5:06:07 PM;0,00
May 31, 2023;5:06:12 PM;0,00
May 31, 2023;5:06:17 PM;0,00
May 31, 2023;5:06:22 PM;0,00
May 31, 2023;5:06:32 PM;0,00
May 31, 2023;5:06:37 PM;0,00
May 31, 2023;5:06:42 PM;0,00
May 31, 2023;5:06:52 PM;0,00
May 31, 2023;5:07:02 PM;0,00
May 31, 2023;5:07:07 PM;0,00
May 31, 2023;5:07:12 PM;0,00
May 31, 2023;5:07:17 PM;0,00
May 31, 2023;5:07:22 PM;0,00
May 31, 2023;5:07:27 PM;0,00
May 31, 2023;5:07:32 PM;0,00
May 31, 2023;5:07:37 PM;0,00
May 31, 2023;5:07:47 PM;0,00
May 31, 2023;5:07:52 PM;0,00
May 31, 2023;5:07:57 PM;0,00
May 31, 2023;5:08:02 PM;0,00
May 31, 2023;5:08:07 PM;0,00
May 31, 2023;5:08:12 PM;0,00
May 31, 2023;5:08:17 PM;0,00
May 31, 2023;5:08:22 PM;0,00
May 31, 2023;5:08:27 PM;0,00
May 31, 2023;5:08:32 PM;0,00
May 31, 2023;5:08:37 PM;0,00
May 31, 2023;5:08:42 PM;0,00
May 31, 2023;5:08:47 PM;0,00
May 31, 2023;5:08:52 PM;0,00
May 31, 2023;5:08:57 PM;0,00
May 31, 2023;5:09:02 PM;0,00
May 31, 2023;5:09:07 PM;0,00
May 31, 2023;5:09:12 PM;0,00
May 31, 2023;5:09:17 PM;0,00
May 31, 2023;5:09:22 PM;0,00
May 31, 2023;5:09:27 PM;0,00
May 31, 2023;5:09:32 PM;0,00
